gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
4923959187	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/233042453	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Picea	Picea pungens		SPECIES	Picea pungens Engelm.	Picea pungens		US		Colorado	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	39.30783	-105.085486	7.0						2024-07-31T09:16:05	31	7	2024	5284871	5284871	HUMAN_OBSERVATION	iNaturalist	Observations	233042453		Andrew Pauly	2024-08-01T06:36:37	CC_BY_NC_4_0	Andrew Pauly	Andrew Pauly			2024-11-25T06:59:54.880Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4923859289	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/235028078	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Picea	Picea pungens		SPECIES	Picea pungens Engelm.	Picea pungens		US		Colorado	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	39.047905	-105.075101	9.0						2024-08-09T11:19:12	9	8	2024	5284871	5284871	HUMAN_OBSERVATION	iNaturalist	Observations	235028078		Dr. Maggie Gaddis	2024-08-11T03:25:36	CC_BY_NC_4_0	Dr. Maggie Gaddis	Dr. Maggie Gaddis			2024-11-25T07:30:45.940Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4923852501	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/235218133	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Picea	Picea pungens		SPECIES	Picea pungens Engelm.	Picea pungens		US		Colorado	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	39.74802	-105.68657	54.0						2024-08-11T08:53:16	11	8	2024	5284871	5284871	HUMAN_OBSERVATION	iNaturalist	Observations	235218133		watch4bears	2024-08-11T22:20:52	CC_BY_NC_4_0	watch4bears	watch4bears			2024-11-25T07:00:10.336Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4923810042	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/232481502	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Picea	Picea pungens		SPECIES	Picea pungens Engelm.	Picea pungens		US		Colorado	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.507844	-105.998886	5.0						2024-07-11T10:56	11	7	2024	5284871	5284871	HUMAN_OBSERVATION	iNaturalist	Observations	232481502		Peter Zika	2024-07-29T13:09:30	CC_BY_NC_4_0	Peter Zika	Peter Zika			2024-11-25T07:28:23.068Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4923809938	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/230777030	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Picea	Picea pungens		SPECIES	Picea pungens Engelm.	Picea pungens		US		Colorado	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.587594	-105.113298	4.0						2024-07-21T10:12:35	21	7	2024	5284871	5284871	HUMAN_OBSERVATION	iNaturalist	Observations	230777030		tiattiatia	2024-07-21T17:42:45	CC_BY_NC_4_0	tiattiatia	tiattiatia			2024-11-25T06:58:12.978Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4923723619	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/230169826	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Picea	Picea pungens		SPECIES	Picea pungens Engelm.	Picea pungens		US		Colorado	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	39.527092	-105.185242	100.0						2024-07-18T14:53:25	18	7	2024	5284871	5284871	HUMAN_OBSERVATION	iNaturalist	Observations	230169826		monkeyflower4	2024-07-18T20:53:45	CC_BY_NC_4_0	monkeyflower4	monkeyflower4			2024-11-25T07:27:43.369Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4923660737	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/230314185	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Picea	Picea pungens		SPECIES	Picea pungens Engelm.	Picea pungens		US		Colorado	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	39.570629	-105.163231	112.0						2024-07-19T10:01:39	19	7	2024	5284871	5284871	HUMAN_OBSERVATION	iNaturalist	Observations	230314185		jodikelsey	2024-07-19T16:02:05	CC_BY_NC_4_0	jodikelsey	jodikelsey			2024-11-25T06:55:56.966Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4923638823	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/230978588	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Picea	Picea pungens		SPECIES	Picea pungens Engelm.	Picea pungens		US		Colorado	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	39.712517	-105.235725	4.0						2024-07-21T16:07:15	21	7	2024	5284871	5284871	HUMAN_OBSERVATION	iNaturalist	Observations	230978588		Norm Herr	2024-07-22T13:18:05	CC0_1_0	Norm Herr	Norm Herr			2024-11-25T07:27:42.844Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4923584647	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/232808249	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Picea	Picea pungens		SPECIES	Picea pungens Engelm.	Picea pungens		US		Colorado	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	40.4305	-105.08618	4.0						2024-07-30T18:27:54	30	7	2024	5284871	5284871	HUMAN_OBSERVATION	iNaturalist	Observations	232808249		flapoolguy	2024-07-31T00:45:09	CC_BY_NC_4_0	flapoolguy	flapoolguy			2024-11-25T06:56:10.097Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4919745756	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/231720229	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Picea	Picea pungens		SPECIES	Picea pungens Engelm.	Picea pungens		US		Colorado	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	39.747757	-105.153233	4.0						2024-07-25T17:07:33	25	7	2024	5284871	5284871	HUMAN_OBSERVATION	iNaturalist	Observations	231720229		Robert Ferrall	2024-07-25T23:10:25	CC_BY_NC_4_0	Robert Ferrall	Robert Ferrall			2024-11-25T07:24:58.846Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
